class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
ListComp02,insert_s,1,2000,3,32,5,20,3,0,2,2
