class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
OptionGroup,setRequired,1,2000,8,15,0,5092,0,0,0,0
