class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
RingBuffer,remove,1,2000,87,493,30,4346,376,99,51,51
