class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
QueueAr,dequeueAll,1,2000,137,993,16,3693,138,9,13,16
