class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
SimpleMethods,addElementToSet,1,2000,1,1,3,3,1,0,1,1
