class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
Polyupdate,a1,1,2000,94,272,31,4162,256,4,90,90
