class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
FastMathNew,floor,1,2000,16,67,42,1204,61,3,35,35
