class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
DoublyLinkedListNode,insertRight,1,2000,55,79,10,246,60,4,17,17
