class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
EmailScanner,scan,1,2000,158,257,0,4942,0,0,0,0
