class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
RingBuffer,item,1,2000,88,262,25,3710,206,66,33,33
