class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
QueueAr,makeEmpty,1,2000,152,674,9,8372,142,7,9,12
