class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
EmailScanner,findFirst,1,2000,168,157,0,4932,0,0,0,0
