class,method,exec_nr,fuzzed_nr,inference_time,inferred_nf,mutants_nr,filtering_time,filtered_ma,buckets_time,buckets_nr,filtered_buckets
Scanners,findUrlEnd,1,2000,4,37,0,5096,0,0,0,0
